term,raw_count_domain,category,bert_token_count,bert_tokens,llama4_token_count,llama4_tokens,gemma4_token_count,gemma4_tokens,openai_token_count,openai_tokens,mistral_token_count,mistral_tokens
elektrical,1,3,4,el | ##ek | ##tric | ##al,3,ele | ktr | ical,3,ele | ktr | ical,3,ele | ktr | ical,3,ele | ktr | ical
attatchment,1,3,3,at | ##tat | ##chment,3,att | atch | ment,3,att | atch | ment,3,att | atch | ment,3,att | atch | ment
mailfunction,1,3,3,mail | ##fu | ##nction,2,mail | function,2,mail | function,2,mail | function,2,mail | function
bypasse,1,3,2,bypass | ##e,3,b | yp | asse,3,b | yp | asse,3,b | yp | asse,3,b | yp | asse
seperation,1,3,2,sep | ##eration,3,se | per | ation,2,se | peration,3,se | per | ation,3,se | per | ation
hoses,2,3,2,hose | ##s,2,h | oses,2,h | oses,2,hos | es,2,h | oses
bit,6,3,1,bit,1,bit,1,bit,1,bit,1,bit
nuts,3,3,1,nuts,1,nuts,1,nuts,1,nuts,2,n | uts
accumulation,3,3,1,accumulation,2,acc | umulation,1,accumulation,3,acc | um | ulation,2,accum | ulation
countour,1,3,2,count | ##our,2,count | our,2,count | our,2,count | our,2,count | our
demensional,1,3,3,dem | ##ens | ##ional,2,dem | ensional,2,dem | ensional,2,dem | ensional,3,dem | ens | ional
wheel,5,3,1,wheel,1,wheel,1,wheel,1,wheel,1,wheel
gap,5,3,1,gap,1,gap,1,gap,1,gap,1,gap
electic,1,3,2,elect | ##ic,2,elect | ic,2,elect | ic,2,elect | ic,2,elect | ic
rightarm,1,3,2,right | ##arm,2,right | arm,2,right | arm,2,right | arm,2,right | arm
sharp,5,3,1,sharp,1,sharp,1,sharp,1,sharp,1,sharp
assesment,1,3,3,ass | ##es | ##ment,2,asses | ment,2,asses | ment,2,asses | ment,2,asses | ment
spinning,3,3,1,spinning,2,sp | inning,1,spinning,2,sp | inning,2,sp | inning
restriction,3,3,1,restriction,1,restriction,1,restriction,1,restriction,2,rest | riction
panl,1,3,2,pan | ##l,2,pan | l,2,pan | l,2,pan | l,2,pan | l
wign,1,3,2,wig | ##n,2,w | ign,2,w | ign,2,w | ign,2,w | ign
hybird,1,3,3,h | ##y | ##bird,2,hy | bird,2,hy | bird,2,hy | bird,2,hy | bird
migratie,1,3,3,mig | ##rat | ##ie,3,m | igr | atie,2,mig | ratie,3,m | igr | atie,3,mig | rat | ie
tubes,3,3,1,tubes,2,t | ubes,2,tub | es,2,t | ubes,2,t | ubes
craddle,1,3,3,cr | ##ad | ##dle,2,cr | addle,2,cr | addle,2,cr | addle,2,cr | addle
measurable,2,3,2,me | ##asurable,2,meas | urable,1,measurable,3,me | as | urable,3,me | as | urable
onderhoud,1,3,4,on | ##der | ##ho | ##ud,2,onder | houd,2,onder | houd,2,onder | houd,2,onder | houd
removable,2,3,2,re | ##movable,2,rem | ovable,2,rem | ovable,2,rem | ovable,3,rem | ov | able
bend,3,3,1,bend,1,bend,1,bend,1,bend,2,b | end
dummy,2,3,1,dummy,1,dummy,1,dummy,1,dummy,1,dummy
hard,7,3,1,hard,1,hard,1,hard,1,hard,1,hard
press,12,3,1,press,1,press,1,press,1,press,1,press
feed,4,3,1,feed,1,feed,1,feed,1,feed,1,feed
attachement,1,3,2,attache | ##ment,2,att | achement,3,att | ache | ment,2,att | achement,2,att | achement
base,8,3,1,base,1,base,1,base,1,base,1,base
leg,4,3,1,leg,1,leg,1,leg,1,leg,1,leg
bundle,2,3,1,bundle,1,bundle,1,bundle,1,bundle,1,bundle
rust,2,3,1,rust,1,rust,1,rust,1,rust,1,rust
reparable,1,3,2,rep | ##arable,2,re | parable,3,re | par | able,2,re | parable,2,re | parable
performance,9,3,1,performance,1,performance,1,performance,1,performance,1,performance
recheck,1,3,3,rec | ##he | ##ck,2,re | check,2,re | check,2,re | check,2,re | check
protector,2,3,1,protector,2,prote | ctor,2,prote | ctor,2,prote | ctor,2,prote | ctor
figure,5,3,1,figure,1,figure,1,figure,1,figure,1,figure
investigation,4,3,1,investigation,2,invest | igation,2,invest | igation,2,invest | igation,3,in | vest | igation
twisted,2,3,1,twisted,2,tw | isted,1,twisted,2,tw | isted,2,tw | isted
shelf,2,3,1,shelf,2,s | helf,1,shelf,2,s | helf,2,s | helf
braising,1,3,2,bra | ##ising,2,bra | ising,2,bra | ising,2,bra | ising,2,bra | ising
clip,2,3,1,clip,1,clip,1,clip,1,clip,1,clip
departure,3,3,1,departure,2,depart | ure,1,departure,1,departure,3,de | part | ure
acceptable,2,3,1,acceptable,1,acceptable,1,acceptable,1,acceptable,1,acceptable
repaired,2,3,1,repaired,2,re | paired,2,re | paired,2,re | paired,2,re | paired
slot,2,3,1,slot,1,slot,1,slot,1,slot,1,slot
locked,2,3,1,locked,1,locked,1,locked,1,locked,1,locked
supplement,2,3,1,supplement,2,sup | plement,1,supplement,2,supp | lement,2,supp | lement
substance,2,3,1,substance,2,sub | stance,2,sub | stance,2,sub | stance,2,sub | stance
input,2,3,1,input,1,input,1,input,1,input,1,input
amendment,2,3,1,amendment,3,am | end | ment,2,am | endment,3,am | end | ment,2,am | endment
layer,2,3,1,layer,1,layer,1,layer,1,layer,1,layer
vertical,2,3,1,vertical,1,vertical,1,vertical,1,vertical,1,vertical
extinguisher,1,3,4,ex | ##ting | ##uis | ##her,3,ext | ingu | isher,3,ext | ingu | isher,4,ext | ing | uis | her,3,ext | ingu | isher
buckles,1,3,2,buckle | ##s,2,buck | les,2,buck | les,2,buck | les,2,buck | les
tie,2,3,1,tie,1,tie,1,tie,1,tie,1,tie
brushing,1,3,1,brushing,2,br | ushing,2,brush | ing,2,br | ushing,2,br | ushing
soot,1,3,2,soo | ##t,2,so | ot,2,so | ot,2,so | ot,2,so | ot
opening,3,3,1,opening,1,opening,1,opening,1,opening,1,opening
sludge,1,3,2,sl | ##udge,2,sl | udge,2,sl | udge,2,sl | udge,2,sl | udge
stock,2,3,1,stock,1,stock,1,stock,1,stock,1,stock
application,2,3,1,application,1,application,1,application,1,application,1,application
type,3,3,1,type,1,type,1,type,1,type,1,type
jammed,1,3,1,jammed,2,jam | med,2,jam | med,2,jam | med,2,j | ammed
block,2,3,1,block,1,block,1,block,1,block,1,block
strapped,1,3,1,strapped,2,stra | pped,2,stra | pped,2,str | apped,2,stra | pped
unprotected,1,3,4,un | ##pro | ##tec | ##ted,2,un | protected,2,un | protected,2,un | protected,2,un | protected
strap,1,3,1,strap,1,strap,1,strap,1,strap,1,strap
hot,2,3,1,hot,1,hot,1,hot,1,hot,1,hot
split,2,3,1,split,1,split,1,split,1,split,1,split
dead,2,3,1,dead,1,dead,1,dead,1,dead,1,dead
standardization,1,3,1,standardization,2,standard | ization,2,standard | ization,2,standard | ization,2,standard | ization
superficial,1,3,1,superficial,3,super | fic | ial,3,super | f | icial,3,super | fic | ial,3,super | f | icial
form,3,3,1,form,1,form,1,form,1,form,1,form
fore,1,3,1,fore,1,fore,1,fore,1,fore,1,fore
smell,1,3,1,smell,2,sm | ell,2,sm | ell,2,sm | ell,2,sm | ell
bubble,1,3,1,bubble,1,bubble,1,bubble,1,bubble,2,b | ubble
reject,1,3,1,reject,1,reject,1,reject,1,reject,1,reject
fence,1,3,1,fence,2,f | ence,1,fence,2,f | ence,2,f | ence
micro,1,3,1,micro,1,micro,1,micro,1,micro,1,micro
ear,1,3,1,ear,1,ear,1,ear,1,ear,1,ear
routine,1,3,1,routine,1,routine,1,routine,1,routine,1,routine
catalog,1,3,1,catalog,1,catalog,1,catalog,1,catalog,1,catalog
blocked,1,3,1,blocked,1,blocked,1,blocked,1,blocked,2,block | ed
sample,1,3,1,sample,1,sample,1,sample,1,sample,1,sample
certificate,1,3,1,certificate,1,certificate,1,certificate,1,certificate,2,cert | ificate
electricity,1,3,1,electricity,2,electric | ity,1,electricity,2,electric | ity,2,electric | ity
notice,1,3,1,notice,1,notice,1,notice,1,notice,1,notice
tier,1,3,1,tier,1,tier,1,tier,1,tier,2,t | ier
counter,1,3,1,counter,1,counter,1,counter,1,counter,1,counter
path,1,3,1,path,1,path,1,path,1,path,1,path
traffic,1,3,1,traffic,1,traffic,1,traffic,1,traffic,2,tra | ffic
chart,1,3,1,chart,1,chart,1,chart,1,chart,1,chart
break,1,3,1,break,1,break,1,break,1,break,1,break
fine,1,3,1,fine,1,fine,1,fine,1,fine,1,fine
recording,1,3,1,recording,2,rec | ording,1,recording,2,record | ing,2,rec | ording
failed,1,3,1,failed,1,failed,1,failed,1,failed,1,failed
match,1,3,1,match,1,match,1,match,1,match,1,match
space,1,3,1,space,1,space,1,space,1,space,1,space
process,1,3,1,process,1,process,1,process,1,process,1,process
body,1,3,1,body,1,body,1,body,1,body,1,body
production,1,3,1,production,1,production,1,production,1,production,1,production
life,1,3,1,life,1,life,1,life,1,life,1,life
crack,401,3,1,crack,2,c | rack,1,crack,2,cr | ack,2,c | rack
limit,1409,3,1,limit,1,limit,1,limit,1,limit,1,limit
template,42,3,1,template,1,template,1,template,1,template,1,template
bow,41,3,1,bow,1,bow,1,bow,1,bow,1,bow
prong,1,3,2,pro | ##ng,2,pr | ong,1,prong,2,pr | ong,2,pr | ong
bulge,1,3,1,bulge,2,bul | ge,2,bul | ge,2,bul | ge,2,bul | ge
inspection,2707,3,1,inspection,1,inspection,1,inspection,1,inspection,2,ins | pection
connector,429,3,1,connector,1,connector,1,connector,1,connector,2,con | nector
pad,408,3,1,pad,1,pad,1,pad,1,pad,1,pad
outlet,445,3,1,outlet,2,out | let,1,outlet,2,out | let,2,out | let
dimensial,7,3,3,dime | ##ns | ##ial,2,dim | ensial,3,dim | ens | ial,3,dim | ens | ial,3,d | imens | ial
maintenance,1384,3,1,maintenance,1,maintenance,1,maintenance,1,maintenance,2,main | tenance
leakage,71,3,2,leak | ##age,3,le | ak | age,2,leak | age,3,le | ak | age,3,le | ak | age
partnr,5,3,2,part | ##nr,2,part | nr,2,part | nr,2,part | nr,2,part | nr
tip,405,3,1,tip,1,tip,1,tip,1,tip,1,tip
fuel,475,3,1,fuel,1,fuel,1,fuel,1,fuel,2,f | uel
scratch,93,3,1,scratch,1,scratch,1,scratch,1,scratch,2,scr | atch
seperator,4,3,3,sep | ##era | ##tor,3,se | per | ator,3,se | per | ator,2,se | perator,3,se | per | ator
timestamp,21,3,3,times | ##tam | ##p,1,timestamp,1,timestamp,1,timestamp,1,timestamp
check,235,3,1,check,1,check,1,check,1,check,1,check
tear,88,3,1,tear,1,tear,1,tear,1,tear,2,te | ar
connecter,6,3,2,connect | ##er,2,connect | er,2,connect | er,2,connect | er,2,connect | er
shop,385,3,1,shop,1,shop,1,shop,1,shop,1,shop
supply,456,3,1,supply,1,supply,1,supply,2,s | upply,2,supp | ly
suply,4,3,2,su | ##ply,2,su | ply,2,sup | ly,2,sup | ly,2,sup | ly
burn,108,3,1,burn,1,burn,1,burn,1,burn,1,burn
indentification,4,3,3,ind | ##ent | ##ification,2,indent | ification,2,indent | ification,2,indent | ification,2,indent | ification
visual,314,3,1,visual,1,visual,1,visual,1,visual,1,visual
wear,148,3,1,wear,1,wear,1,wear,1,wear,1,wear
repair,121,3,1,repair,1,repair,1,repair,1,repair,2,rep | air
lock,62,3,1,lock,1,lock,1,lock,1,lock,1,lock
foot,245,3,1,foot,1,foot,1,foot,1,foot,1,foot
filler,18,3,2,fill | ##er,2,f | iller,1,filler,2,f | iller,2,f | iller
drain,32,3,1,drain,2,d | rain,1,drain,2,dr | ain,2,d | rain
minor,321,3,1,minor,1,minor,1,minor,1,minor,1,minor
kit,41,3,1,kit,1,kit,1,kit,1,kit,1,kit
worn,46,3,1,worn,2,w | orn,1,worn,2,w | orn,2,w | orn
spot,127,3,1,spot,1,spot,1,spot,1,spot,1,spot
curl,11,3,1,curl,1,curl,1,curl,1,curl,1,curl
bare,28,3,1,bare,1,bare,1,bare,1,bare,1,bare
electronic,98,3,1,electronic,1,electronic,1,electronic,2,elect | ronic,2,elect | ronic
ice,129,3,1,ice,1,ice,1,ice,1,ice,1,ice
cap,42,3,1,cap,1,cap,1,cap,1,cap,1,cap
identification,39,3,1,identification,2,ident | ification,1,identification,2,ident | ification,2,ident | ification
partical,2,3,2,part | ##ical,2,part | ical,2,part | ical,2,part | ical,2,part | ical
matirial,2,3,3,mat | ##iri | ##al,3,mat | ir | ial,3,mat | ir | ial,3,mat | ir | ial,3,mat | ir | ial
connerctor,2,3,2,conner | ##ctor,3,con | ner | ctor,3,con | ner | ctor,3,con | ner | ctor,3,con | ner | ctor
elecrical,2,3,4,el | ##ec | ##rica | ##l,3,ele | cr | ical,3,ele | cr | ical,3,ele | cr | ical,3,ele | cr | ical
dimenson,2,3,2,dime | ##nson,2,dim | enson,2,dim | enson,2,dim | enson,3,d | imens | on
shielden,2,3,2,shield | ##en,2,shield | en,2,shield | en,2,shield | en,2,shield | en
discoloration,6,3,3,disco | ##lor | ##ation,3,dis | color | ation,3,dis | color | ation,3,dis | color | ation,3,dis | color | ation
platform,81,3,1,platform,1,platform,1,platform,1,platform,1,platform
lot,79,3,1,lot,1,lot,1,lot,1,lot,1,lot
satisfactory,12,3,1,satisfactory,2,satisf | actory,2,satisf | actory,2,s | atisfactory,3,s | atisf | actory
system,651,3,1,system,1,system,1,system,1,system,1,system
case,232,3,1,case,1,case,1,case,1,case,1,case
suface,2,3,2,su | ##face,2,su | face,3,s | uf | ace,3,s | uf | ace,2,su | face
limiet,2,3,3,lim | ##ie | ##t,2,lim | iet,2,lim | iet,2,lim | iet,2,lim | iet
abnormal,11,3,1,abnormal,2,ab | normal,2,ab | normal,2,ab | normal,2,ab | normal
door,44,3,1,door,1,door,1,door,1,door,1,door
temperature,32,3,1,temperature,1,temperature,1,temperature,1,temperature,1,temperature
spiral,13,3,1,spiral,2,sp | iral,1,spiral,2,spir | al,2,sp | iral
replace,39,3,1,replace,1,replace,1,replace,1,replace,1,replace
inspectie,2,3,2,inspect | ##ie,2,inspect | ie,2,inspect | ie,2,inspect | ie,3,ins | pect | ie
task,32,3,1,task,1,task,1,task,1,task,1,task
sheet,18,3,1,sheet,1,sheet,1,sheet,1,sheet,1,sheet
leak,9,3,1,leak,2,le | ak,1,leak,2,le | ak,2,le | ak
detail,21,3,1,detail,1,detail,1,detail,1,detail,1,detail
schield,2,3,3,sc | ##hi | ##eld,2,sch | ield,2,sch | ield,2,sch | ield,2,sch | ield
demper,2,3,2,dem | ##per,2,dem | per,2,dem | per,2,dem | per,2,dem | per
accordance,17,3,1,accordance,3,acc | ord | ance,2,accord | ance,2,accord | ance,3,acc | ord | ance
dimension,12,3,1,dimension,1,dimension,1,dimension,1,dimension,2,dim | ension
fire,78,3,1,fire,1,fire,1,fire,1,fire,1,fire
flame,10,3,1,flame,2,fl | ame,2,fl | ame,2,fl | ame,2,fl | ame
handling,16,3,1,handling,1,handling,1,handling,1,handling,2,hand | ling
line,195,3,1,line,1,line,1,line,1,line,1,line
service,206,3,1,service,1,service,1,service,1,service,1,service
environmental,26,3,1,environmental,2,environment | al,1,environmental,2,environment | al,2,environment | al
backup,10,3,1,backup,1,backup,1,backup,1,backup,1,backup
air,89,3,1,air,1,air,1,air,1,air,1,air
mark,63,3,1,mark,1,mark,1,mark,1,mark,1,mark
buckle,4,3,1,buckle,2,buck | le,2,buck | le,2,b | uckle,2,buck | le
loosen,3,3,1,loosen,2,lo | osen,2,lo | osen,2,lo | osen,2,lo | osen
bent,6,3,1,bent,1,bent,1,bent,2,b | ent,1,bent
movement,33,3,1,movement,1,movement,1,movement,1,movement,2,mov | ement
element,11,3,1,element,1,element,1,element,1,element,1,element
critical,25,3,1,critical,1,critical,1,critical,1,critical,1,critical
gas,11,3,1,gas,1,gas,1,gas,1,gas,1,gas
mat,4,3,1,mat,1,mat,1,mat,1,mat,1,mat
center,47,3,1,center,1,center,1,center,1,center,1,center
delivery,7,3,1,delivery,1,delivery,1,delivery,1,delivery,1,delivery
pass,12,3,1,pass,1,pass,1,pass,1,pass,1,pass
extension,9,3,1,extension,1,extension,1,extension,1,extension,1,extension
pit,5,3,1,pit,1,pit,1,pit,1,pit,1,pit
equipment,11,3,1,equipment,1,equipment,1,equipment,1,equipment,2,equ | ipment
isulation,1,3,2,is | ##ulation,2,is | ulation,2,is | ulation,2,is | ulation,2,is | ulation
damagec,1,3,2,damage | ##c,2,damage | c,2,damage | c,2,damage | c,3,dam | age | c
inspecton,1,3,2,inspect | ##on,2,inspect | on,2,inspect | on,2,inspect | on,3,ins | pect | on
noticedold,1,3,2,noticed | ##old,3,not | iced | old,2,noticed | old,2,noticed | old,3,not | iced | old
limtit,1,3,3,lim | ##ti | ##t,2,lim | tit,2,lim | tit,2,lim | tit,2,lim | tit
surafce,1,3,3,sur | ##af | ##ce,3,sur | af | ce,3,sur | af | ce,3,sur | af | ce,4,s | ura | f | ce
scrachte,1,3,4,sc | ##rac | ##ht | ##e,3,sc | ra | chte,2,scr | achte,3,sc | ra | chte,3,sc | ra | chte
diletion,1,3,3,dil | ##eti | ##on,3,d | ilet | ion,3,d | ilet | ion,3,d | ile | tion,3,d | ile | tion
referencedata,1,3,2,referenced | ##ata,3,refer | enced | ata,2,referenced | ata,3,refer | enced | ata,3,refer | enced | ata
repairedbut,1,3,3,repaired | ##bu | ##t,3,re | paired | but,3,re | paired | but,5,re | pa | ire | db | ut,3,re | paired | but
defectsare,1,3,2,defects | ##are,3,def | ects | are,3,def | ects | are,3,def | ects | are,4,def | ect | s | are
findeings,1,3,3,find | ##ein | ##gs,3,f | inde | ings,3,find | e | ings,3,find | e | ings,3,f | inde | ings
adjencent,1,3,4,ad | ##je | ##nce | ##nt,2,adj | encent,2,adj | encent,2,adj | encent,2,adj | encent
inspetion,1,3,3,ins | ##pet | ##ion,4,in | sp | et | ion,3,insp | et | ion,3,insp | et | ion,3,ins | pet | ion
electrtical,1,3,3,elect | ##rti | ##cal,3,elect | rt | ical,3,elect | rt | ical,3,elect | rt | ical,3,elect | rt | ical
indenification,1,3,3,ind | ##eni | ##fication,2,inden | ification,2,inden | ification,2,inden | ification,2,inden | ification
toreplace,1,3,3,tore | ##pl | ##ace,3,t | ore | place,3,t | ore | place,3,t | ore | place,3,t | ore | place
inginition,1,3,3,ing | ##ini | ##tion,2,ing | inition,2,ing | inition,2,ing | inition,2,ing | inition
maount,1,3,2,mao | ##unt,2,ma | ount,2,ma | ount,2,ma | ount,2,ma | ount
bootom,1,3,2,boot | ##om,2,boot | om,2,boot | om,2,boot | om,2,boot | om
distoration,1,3,3,di | ##stor | ##ation,3,d | istor | ation,2,dist | oration,2,dist | oration,2,dist | oration
idication,1,3,2,id | ##ication,2,id | ication,2,id | ication,2,id | ication,2,id | ication
inulation,1,3,2,in | ##ulation,2,in | ulation,2,in | ulation,2,in | ulation,2,in | ulation
detactor,1,3,3,det | ##act | ##or,2,det | actor,2,det | actor,2,det | actor,2,det | actor
andmeasure,1,3,4,and | ##me | ##as | ##ure,2,and | measure,2,and | measure,2,and | measure,2,and | measure
map,9,3,1,map,1,map,1,map,1,map,1,map
face,12,3,1,face,1,face,1,face,1,face,1,face
damner,1,3,2,damn | ##er,2,dam | ner,2,dam | ner,2,dam | ner,2,dam | ner
foult,1,3,2,foul | ##t,2,fo | ult,2,f | oult,3,f | ou | lt,3,f | ou | lt
dpth,1,3,3,d | ##pt | ##h,2,d | pth,2,dp | th,2,d | pth,2,d | pth
fluid,4,3,1,fluid,1,fluid,1,fluid,1,fluid,1,fluid
square,11,3,1,square,1,square,1,square,1,square,1,square
impct,1,3,2,imp | ##ct,2,imp | ct,2,imp | ct,2,imp | ct,2,imp | ct
measurment,1,3,4,me | ##as | ##ur | ##ment,3,meas | ur | ment,3,meas | ur | ment,4,me | as | ur | ment,4,me | as | ur | ment
platfom,1,3,4,pl | ##at | ##fo | ##m,3,plat | f | om,3,plat | f | om,3,plat | f | om,3,plat | f | om
tool,5,3,1,tool,1,tool,1,tool,1,tool,1,tool
design,17,3,1,design,1,design,1,design,1,design,1,design
egde,1,3,3,e | ##g | ##de,2,eg | de,2,eg | de,1,egde,2,eg | de
lengt,1,3,2,len | ##gt,2,l | engt,2,leng | t,2,l | engt,2,l | engt
sealt,1,3,2,seal | ##t,2,se | alt,2,se | alt,2,se | alt,2,se | alt
distace,1,3,3,di | ##sta | ##ce,2,dist | ace,2,dist | ace,2,dist | ace,2,dist | ace
dry,6,3,1,dry,1,dry,1,dry,1,dry,2,d | ry
degree,14,3,1,degree,1,degree,1,degree,1,degree,1,degree
assessement,1,3,2,assess | ##ement,3,ass | ess | ement,3,ass | esse | ment,3,ass | esse | ment,3,ass | ess | ement
accessoire,1,3,2,access | ##oire,2,access | oire,2,access | oire,2,access | oire,2,access | oire
separation,4,3,1,separation,2,se | paration,1,separation,2,se | paration,2,se | paration
twist,3,3,1,twist,2,tw | ist,1,twist,2,tw | ist,2,tw | ist
true,8,3,1,true,1,true,1,true,1,true,1,true
action,12,3,1,action,1,action,1,action,1,action,1,action
power,15,3,1,power,1,power,1,power,1,power,1,power
speed,7,3,1,speed,1,speed,1,speed,1,speed,1,speed
manaul,1,3,2,mana | ##ul,2,mana | ul,2,mana | ul,2,mana | ul,2,man | aul
safty,1,3,3,sa | ##ft | ##y,2,sa | fty,2,sa | fty,2,sa | fty,3,s | aft | y
wornout,1,3,2,worn | ##out,3,w | orn | out,2,worn | out,3,w | orn | out,3,w | orn | out
matel,1,3,2,mate | ##l,2,mat | el,2,mat | el,2,mat | el,2,mat | el
primary,10,3,1,primary,1,primary,1,primary,1,primary,1,primary
disconnected,2,3,1,disconnected,2,dis | connected,1,disconnected,2,dis | connected,2,dis | connected
head,17,3,1,head,1,head,1,head,1,head,1,head
status,8,3,1,status,1,status,1,status,1,status,1,status
splash,2,3,1,splash,2,s | plash,1,splash,2,s | plash,2,s | plash
meter,3,3,1,meter,1,meter,1,meter,1,meter,1,meter
measure,4,3,1,measure,1,measure,1,measure,1,measure,1,measure
strater,1,3,3,st | ##rate | ##r,2,str | ater,2,str | ater,2,str | ater,2,str | ater
pannel,1,3,2,pan | ##nel,2,p | annel,2,p | annel,2,p | annel,2,p | annel
adge,1,3,2,ad | ##ge,1,adge,2,ad | ge,1,adge,1,adge
stand,5,3,1,stand,1,stand,1,stand,1,stand,1,stand
proforma,1,3,3,prof | ##or | ##ma,2,pro | forma,2,pro | forma,2,pro | forma,2,pro | forma
version,9,3,1,version,1,version,1,version,1,version,1,version
authorization,2,3,1,authorization,1,authorization,1,authorization,1,authorization,1,authorization
fill,3,3,1,fill,1,fill,1,fill,1,fill,1,fill
degreed,1,3,2,degree | ##d,2,deg | reed,2,deg | reed,3,de | gre | ed,3,deg | re | ed
document,3,3,1,document,1,document,1,document,1,document,1,document
transportation,4,3,1,transportation,2,transport | ation,2,transport | ation,2,transport | ation,2,transport | ation
overhead,2,3,1,overhead,2,over | head,1,overhead,2,over | head,2,over | head
list,20,3,1,list,1,list,1,list,1,list,1,list
unscrewed,1,3,4,un | ##sc | ##rew | ##ed,3,uns | cre | wed,3,uns | cre | wed,3,uns | cre | wed,3,uns | cre | wed
flexible,2,3,1,flexible,2,flex | ible,1,flexible,2,flex | ible,2,flex | ible
cut,4,3,1,cut,1,cut,1,cut,1,cut,1,cut
crisscross,1,3,3,cr | ##iss | ##cross,3,cr | iss | cross,3,cr | iss | cross,3,cr | iss | cross,3,cr | iss | cross
green,5,3,1,green,1,green,1,green,1,green,1,green
oval,2,3,1,oval,1,oval,1,oval,1,oval,1,oval
burns,2,3,1,burns,2,burn | s,2,burn | s,2,burn | s,2,burn | s
loop,2,3,1,loop,1,loop,1,loop,1,loop,1,loop
accomplished,2,3,1,accomplished,3,ac | compl | ished,2,accompl | ished,3,ac | compl | ished,4,ac | com | pl | ished
instruction,2,3,1,instruction,1,instruction,1,instruction,1,instruction,2,inst | ruction
wall,3,3,1,wall,1,wall,1,wall,1,wall,1,wall
mechanism,2,3,1,mechanism,2,mechan | ism,1,mechanism,2,mechan | ism,3,me | chan | ism
burned,2,3,1,burned,2,burn | ed,1,burned,2,burn | ed,2,burn | ed
sliver,1,3,2,sl | ##iver,2,sl | iver,2,s | liver,2,sl | iver,2,sl | iver
loosening,1,3,2,loosen | ##ing,2,loos | ening,2,loos | ening,2,loos | ening,3,lo | os | ening
irreparable,1,3,4,ir | ##re | ##para | ##ble,3,ir | re | parable,3,irre | par | able,2,irre | parable,2,irre | parable
passenger,2,3,1,passenger,2,pass | enger,1,passenger,2,pass | enger,2,pass | enger
demand,2,3,1,demand,1,demand,1,demand,2,d | emand,2,dem | and
unbound,1,3,2,un | ##bound,2,un | bound,2,un | bound,2,un | bound,2,un | bound
painting,2,3,1,painting,2,paint | ing,1,painting,1,painting,2,pain | ting
flat,2,3,1,flat,1,flat,1,flat,1,flat,1,flat
cross,3,3,1,cross,1,cross,1,cross,1,cross,1,cross
post,4,3,1,post,1,post,1,post,1,post,1,post
active,3,3,1,active,1,active,1,active,1,active,1,active
adjacent,2,3,1,adjacent,1,adjacent,1,adjacent,2,adj | acent,2,adj | acent
range,3,3,1,range,1,range,1,range,1,range,1,range
finish,2,3,1,finish,1,finish,1,finish,1,finish,1,finish
splinter,1,3,1,splinter,2,spl | inter,2,spl | inter,2,spl | inter,3,s | pl | inter
jelly,1,3,1,jelly,2,jel | ly,2,j | elly,2,j | elly,2,jel | ly
complain,1,3,1,complain,2,com | plain,2,com | plain,2,compl | ain,2,com | plain
distance,2,3,1,distance,1,distance,1,distance,1,distance,1,distance
expiration,1,3,2,ex | ##piration,1,expiration,1,expiration,1,expiration,2,ex | piration
clockwise,1,3,1,clockwise,1,clockwise,1,clockwise,2,clock | wise,2,clock | wise
sound,2,3,1,sound,1,sound,1,sound,1,sound,1,sound
dissolve,1,3,1,dissolve,3,d | iss | olve,2,diss | olve,3,d | iss | olve,3,d | iss | olve
operation,2,3,1,operation,1,operation,1,operation,1,operation,1,operation
adjustment,1,3,1,adjustment,2,adjust | ment,1,adjustment,2,adjust | ment,3,ad | just | ment
don,2,3,1,don,1,don,1,don,1,don,1,don
positioning,1,3,1,positioning,2,position | ing,2,position | ing,2,position | ing,2,position | ing
checking,1,3,1,checking,1,checking,1,checking,1,checking,1,checking
wash,1,3,1,wash,1,wash,1,wash,1,wash,2,w | ash
judgement,1,3,1,judgement,2,jud | gement,2,jud | gement,2,jud | gement,2,jud | gement
fork,1,3,1,fork,1,fork,1,fork,1,fork,1,fork
knife,1,3,1,knife,1,knife,1,knife,1,knife,1,knife
complaint,1,3,1,complaint,2,com | plaint,2,compl | aint,2,compl | aint,3,com | pl | aint
originating,1,3,1,originating,2,origin | ating,2,origin | ating,2,origin | ating,2,origin | ating
intact,1,3,1,intact,2,int | act,2,int | act,2,int | act,2,int | act
tight,1,3,1,tight,1,tight,1,tight,1,tight,2,t | ight
consumption,1,3,1,consumption,2,consum | ption,1,consumption,2,cons | umption,3,con | sum | ption
measuring,1,3,1,measuring,2,me | asuring,2,meas | uring,2,me | asuring,2,me | asuring
record,2,3,1,record,1,record,1,record,1,record,1,record
reverse,1,3,1,reverse,1,reverse,1,reverse,1,reverse,1,reverse
grove,1,3,1,grove,2,gro | ve,1,grove,2,gro | ve,2,g | rove
intermediate,1,3,1,intermediate,2,inter | mediate,1,intermediate,2,inter | mediate,2,inter | mediate
interpretation,1,3,1,interpretation,2,interpret | ation,1,interpretation,2,interpret | ation,2,interpret | ation
touch,1,3,1,touch,1,touch,1,touch,1,touch,1,touch
pattern,1,3,1,pattern,1,pattern,1,pattern,1,pattern,1,pattern
card,1,3,1,card,1,card,1,card,1,card,1,card
turning,1,3,1,turning,2,turn | ing,1,turning,2,turn | ing,2,turn | ing
method,1,3,1,method,1,method,1,method,1,method,1,method
format,1,3,1,format,1,format,1,format,1,format,1,format
